Tarih,Magaza_ID,Urun_ID,Baslangic_Stoku,Planlanan_Sevkiyat,Birim_Fiyat,Promosyon_Flag
2025-05-19,M03,U005,,0.0,49.88,False
2025-05-20,M03,U005,,0.0,49.88,False
2025-05-07,M03,U006,82.0,0.0,97.21,False
2025-05-08,M03,U006,,0.0,97.21,False
2025-05-09,M03,U006,,176.0,97.21,False
2025-05-10,M03,U006,,0.0,97.21,False
2025-05-11,M03,U006,,0.0,97.21,False
2025-05-12,M03,U006,,0.0,97.21,False
2025-05-13,M03,U006,,148.0,97.21,False
2025-05-14,M03,U006,,0.0,97.21,False
2025-05-15,M03,U006,,0.0,97.21,False
2025-05-16,M03,U006,,0.0,87.49,True
2025-05-17,M03,U006,,170.0,97.21,False
2025-05-18,M03,U006,,0.0,97.21,False
2025-05-19,M03,U006,,0.0,97.21,False
2025-05-20,M03,U006,,0.0,97.21,False
2025-05-07,M03,U007,163.0,0.0,150.45,False
2025-05-08,M03,U007,,0.0,150.45,False
2025-05-09,M03,U007,,101.0,150.45,False
2025-05-10,M03,U007,,0.0,150.45,False
2025-05-11,M03,U007,,0.0,150.45,False
2025-05-12,M03,U007,,0.0,150.45,False
2025-05-13,M03,U007,,147.0,150.45,False
2025-05-14,M03,U007,,0.0,150.45,False
2025-05-15,M03,U007,,0.0,150.45,False
2025-05-16,M03,U007,,0.0,150.45,False
2025-05-17,M03,U007,,156.0,150.45,False
2025-05-18,M03,U007,,0.0,150.45,False
2025-05-19,M03,U007,,0.0,150.45,False
2025-05-20,M03,U007,,0.0,150.45,False
2025-05-07,M03,U008,2.0,0.0,111.37,False
2025-05-08,M03,U008,,0.0,111.37,False
2025-05-09,M03,U008,,102.0,111.37,False
2025-05-10,M03,U008,,0.0,111.37,False
2025-05-11,M03,U008,,0.0,111.37,False
2025-05-12,M03,U008,,0.0,111.37,False
2025-05-13,M03,U008,,51.0,111.37,False
2025-05-14,M03,U008,,0.0,111.37,False
2025-05-15,M03,U008,,0.0,111.37,False
2025-05-16,M03,U008,,0.0,111.37,False
2025-05-17,M03,U008,,79.0,111.37,False
2025-05-18,M03,U008,,0.0,111.37,False
2025-05-19,M03,U008,,0.0,111.37,False
2025-05-20,M03,U008,,0.0,111.37,False
2025-05-07,M03,U009,49.0,0.0,133.04,False
2025-05-08,M03,U009,,0.0,133.04,False
2025-05-09,M03,U009,,0.0,133.04,False
2025-05-10,M03,U009,,0.0,133.04,False
2025-05-11,M03,U009,,60.0,133.04,False
2025-05-12,M03,U009,,0.0,133.04,False
2025-05-13,M03,U009,,0.0,133.04,False
2025-05-14,M03,U009,,0.0,133.04,False
2025-05-15,M03,U009,,0.0,133.04,False
2025-05-16,M03,U009,,43.0,133.04,False
2025-05-17,M03,U009,,0.0,133.04,False
2025-05-18,M03,U009,,0.0,133.04,False
2025-05-19,M03,U009,,0.0,133.04,False
2025-05-20,M03,U009,,0.0,133.04,False
2025-05-07,M03,U010,95.0,0.0,186.29,False
2025-05-08,M03,U010,,0.0,186.29,False
2025-05-09,M03,U010,,0.0,186.29,False
2025-05-10,M03,U010,,0.0,149.03,True
2025-05-11,M03,U010,,0.0,186.29,False
2025-05-12,M03,U010,,0.0,186.29,False
2025-05-13,M03,U010,,0.0,149.03,True
2025-05-14,M03,U010,,0.0,186.29,False
2025-05-15,M03,U010,,0.0,186.29,False
2025-05-16,M03,U010,,138.0,158.35,True
2025-05-17,M03,U010,,0.0,186.29,False
2025-05-18,M03,U010,,0.0,186.29,False
2025-05-19,M03,U010,,0.0,186.29,False
2025-05-20,M03,U010,,0.0,186.29,False
2025-05-07,M03,U011,17.0,0.0,172.73,False
2025-05-08,M03,U011,,0.0,172.73,False
2025-05-09,M03,U011,,118.0,172.73,False
2025-05-10,M03,U011,,0.0,172.73,False
2025-05-11,M03,U011,,0.0,172.73,False
2025-05-12,M03,U011,,0.0,155.46,True
2025-05-13,M03,U011,,91.0,172.73,False
2025-05-14,M03,U011,,0.0,172.73,False
2025-05-15,M03,U011,,0.0,172.73,False
2025-05-16,M03,U011,,0.0,155.46,True
2025-05-17,M03,U011,,101.0,172.73,False
2025-05-18,M03,U011,,0.0,172.73,False
2025-05-19,M03,U011,,0.0,172.73,False
2025-05-20,M03,U011,,0.0,172.73,False
2025-05-07,M03,U012,0.0,160.0,214.19,False
2025-05-08,M03,U012,,0.0,214.19,False
2025-05-09,M03,U012,,0.0,214.19,False
2025-05-10,M03,U012,,0.0,214.19,False
2025-05-11,M03,U012,,0.0,214.19,False
2025-05-12,M03,U012,,0.0,214.19,False
2025-05-13,M03,U012,,0.0,214.19,False
2025-05-14,M03,U012,,160.0,214.19,False
2025-05-15,M03,U012,,0.0,214.19,False
2025-05-16,M03,U012,,0.0,214.19,False
2025-05-17,M03,U012,,0.0,214.19,False
2025-05-18,M03,U012,,0.0,214.19,False
2025-05-19,M03,U012,,0.0,214.19,False
2025-05-20,M03,U012,,0.0,214.19,False
2025-05-07,M03,U013,56.0,0.0,176.68,False
2025-05-08,M03,U013,,0.0,176.68,False
2025-05-09,M03,U013,,61.0,176.68,False
2025-05-10,M03,U013,,0.0,176.68,False
2025-05-11,M03,U013,,0.0,176.68,False
2025-05-12,M03,U013,,0.0,176.68,False
2025-05-13,M03,U013,,79.0,176.68,False
2025-05-14,M03,U013,,0.0,176.68,False
2025-05-15,M03,U013,,0.0,176.68,False
2025-05-16,M03,U013,,0.0,176.68,False
2025-05-17,M03,U013,,78.0,176.68,False
2025-05-18,M03,U013,,0.0,159.01,True
2025-05-19,M03,U013,,0.0,176.68,False
2025-05-20,M03,U013,,0.0,176.68,False
2025-05-07,M03,U014,0.0,62.0,92.73,True
2025-05-08,M03,U014,,0.0,115.91,False
2025-05-09,M03,U014,,0.0,115.91,False
2025-05-10,M03,U014,,0.0,115.91,False
2025-05-11,M03,U014,,0.0,92.73,True
2025-05-12,M03,U014,,0.0,115.91,False
2025-05-13,M03,U014,,0.0,115.91,False
2025-05-14,M03,U014,,0.0,115.91,False
2025-05-15,M03,U014,,0.0,115.91,False
2025-05-16,M03,U014,,0.0,115.91,False
2025-05-17,M03,U014,,0.0,115.91,False
2025-05-18,M03,U014,,0.0,115.91,False
2025-05-19,M03,U014,,59.0,104.32,True
2025-05-20,M03,U014,,0.0,115.91,False
2025-05-07,M03,U015,22.0,168.0,54.99,False
2025-05-08,M03,U015,,0.0,54.99,False
2025-05-09,M03,U015,,0.0,54.99,False
2025-05-10,M03,U015,,0.0,46.74,True
2025-05-11,M03,U015,,0.0,54.99,False
2025-05-12,M03,U015,,0.0,54.99,False
2025-05-13,M03,U015,,189.0,54.99,False
2025-05-14,M03,U015,,0.0,54.99,False
2025-05-15,M03,U015,,0.0,54.99,False
2025-05-16,M03,U015,,0.0,54.99,False
2025-05-17,M03,U015,,0.0,54.99,False
2025-05-18,M03,U015,,0.0,54.99,False
2025-05-19,M03,U015,,0.0,54.99,False
2025-05-20,M03,U015,,0.0,54.99,False
2025-05-07,M03,U016,186.0,0.0,170.13,False
2025-05-08,M03,U016,,0.0,170.13,False
2025-05-09,M03,U016,,0.0,170.13,False
2025-05-10,M03,U016,,0.0,170.13,False
2025-05-11,M03,U016,,214.0,170.13,False
2025-05-12,M03,U016,,0.0,170.13,False
2025-05-13,M03,U016,,0.0,170.13,False
2025-05-14,M03,U016,,0.0,170.13,False
2025-05-15,M03,U016,,0.0,170.13,False
2025-05-16,M03,U016,,206.0,170.13,False
2025-05-17,M03,U016,,0.0,170.13,False
2025-05-18,M03,U016,,0.0,170.13,False
2025-05-19,M03,U016,,0.0,170.13,False
2025-05-20,M03,U016,,0.0,170.13,False
2025-05-07,M03,U017,0.0,0.0,88.44,False
2025-05-08,M03,U017,,0.0,88.44,False
2025-05-09,M03,U017,,0.0,88.44,False
2025-05-10,M03,U017,,0.0,88.44,False
2025-05-11,M03,U017,,0.0,88.44,False
2025-05-12,M03,U017,,0.0,88.44,False
2025-05-13,M03,U017,,0.0,88.44,False
2025-05-14,M03,U017,,0.0,88.44,False
2025-05-15,M03,U017,,0.0,88.44,False
2025-05-16,M03,U017,,0.0,75.17,True
2025-05-17,M03,U017,,0.0,88.44,False
2025-05-18,M03,U017,,0.0,88.44,False
2025-05-19,M03,U017,,0.0,88.44,False
2025-05-20,M03,U017,,0.0,88.44,False
2025-05-07,M03,U018,0.0,91.0,116.46,False
2025-05-08,M03,U018,,0.0,116.46,False
2025-05-09,M03,U018,,0.0,116.46,False
2025-05-10,M03,U018,,0.0,116.46,False
2025-05-11,M03,U018,,0.0,116.46,False
2025-05-12,M03,U018,,0.0,116.46,False
2025-05-13,M03,U018,,93.0,116.46,False
2025-05-14,M03,U018,,0.0,116.46,False
2025-05-15,M03,U018,,0.0,116.46,False
2025-05-16,M03,U018,,0.0,104.81,True
2025-05-17,M03,U018,,0.0,116.46,False
2025-05-18,M03,U018,,0.0,93.17,True
2025-05-19,M03,U018,,88.0,116.46,False
2025-05-20,M03,U018,,0.0,116.46,False
2025-05-07,M04,U001,89.0,0.0,175.82,False
2025-05-08,M04,U001,,0.0,175.82,False
2025-05-09,M04,U001,,0.0,175.82,False
2025-05-10,M04,U001,,0.0,175.82,False
2025-05-11,M04,U001,,111.0,175.82,False
2025-05-12,M04,U001,,0.0,175.82,False
2025-05-13,M04,U001,,0.0,175.82,False
2025-05-14,M04,U001,,0.0,140.66,True
2025-05-15,M04,U001,,0.0,175.82,False
2025-05-16,M04,U001,,121.0,175.82,False
2025-05-17,M04,U001,,0.0,175.82,False
2025-05-18,M04,U001,,0.0,175.82,False
2025-05-19,M04,U001,,0.0,158.24,True
2025-05-20,M04,U001,,0.0,175.82,False
2025-05-07,M04,U002,133.0,0.0,173.1,True
2025-05-08,M04,U002,,0.0,192.33,False
2025-05-09,M04,U002,,0.0,192.33,False
2025-05-10,M04,U002,,0.0,192.33,False
2025-05-11,M04,U002,,172.0,192.33,False
2025-05-12,M04,U002,,0.0,192.33,False
2025-05-13,M04,U002,,0.0,192.33,False
2025-05-14,M04,U002,,0.0,192.33,False
2025-05-15,M04,U002,,0.0,192.33,False
2025-05-16,M04,U002,,171.0,192.33,False
2025-05-17,M04,U002,,0.0,192.33,False
2025-05-18,M04,U002,,0.0,192.33,False
2025-05-19,M04,U002,,0.0,192.33,False
2025-05-20,M04,U002,,0.0,192.33,False
2025-05-07,M04,U003,0.0,0.0,43.26,False
2025-05-08,M04,U003,,0.0,43.26,False
2025-05-09,M04,U003,,198.0,43.26,False
2025-05-10,M04,U003,,0.0,43.26,False
2025-05-11,M04,U003,,0.0,43.26,False
2025-05-12,M04,U003,,0.0,43.26,False
2025-05-13,M04,U003,,202.0,43.26,False
2025-05-14,M04,U003,,0.0,43.26,False
2025-05-15,M04,U003,,0.0,43.26,False
2025-05-16,M04,U003,,0.0,43.26,False
2025-05-17,M04,U003,,183.0,43.26,False
2025-05-18,M04,U003,,0.0,43.26,False
2025-05-19,M04,U003,,0.0,43.26,False
2025-05-20,M04,U003,,0.0,43.26,False
2025-05-07,M04,U004,0.0,177.0,173.32,False
2025-05-08,M04,U004,,0.0,173.32,False
2025-05-09,M04,U004,,0.0,173.32,False
2025-05-10,M04,U004,,0.0,173.32,False
2025-05-11,M04,U004,,0.0,173.32,False
2025-05-12,M04,U004,,0.0,173.32,False
2025-05-13,M04,U004,,0.0,173.32,False
2025-05-14,M04,U004,,185.0,173.32,False
2025-05-15,M04,U004,,0.0,173.32,False
2025-05-16,M04,U004,,0.0,173.32,False
2025-05-17,M04,U004,,0.0,173.32,False
2025-05-18,M04,U004,,0.0,173.32,False
2025-05-19,M04,U004,,0.0,173.32,False
2025-05-20,M04,U004,,0.0,173.32,False
2025-05-07,M04,U005,0.0,140.0,49.88,False
2025-05-08,M04,U005,,0.0,49.88,False
2025-05-09,M04,U005,,0.0,49.88,False
2025-05-10,M04,U005,,0.0,49.88,False
2025-05-11,M04,U005,,0.0,49.88,False
2025-05-12,M04,U005,,0.0,49.88,False
2025-05-13,M04,U005,,0.0,49.88,False
2025-05-14,M04,U005,,129.0,49.88,False
2025-05-15,M04,U005,,0.0,49.88,False
2025-05-16,M04,U005,,0.0,49.88,False
2025-05-17,M04,U005,,0.0,49.88,False
2025-05-18,M04,U005,,0.0,49.88,False
2025-05-19,M04,U005,,0.0,49.88,False
2025-05-20,M04,U005,,0.0,49.88,False
2025-05-07,M04,U006,152.0,0.0,97.21,False
2025-05-08,M04,U006,,0.0,97.21,False
2025-05-09,M04,U006,,0.0,77.77,True
2025-05-10,M04,U006,,0.0,97.21,False
2025-05-11,M04,U006,,170.0,97.21,False
2025-05-12,M04,U006,,0.0,97.21,False
2025-05-13,M04,U006,,0.0,97.21,False
2025-05-14,M04,U006,,0.0,97.21,False
2025-05-15,M04,U006,,0.0,97.21,False
2025-05-16,M04,U006,,193.0,97.21,False
2025-05-17,M04,U006,,0.0,97.21,False
2025-05-18,M04,U006,,0.0,97.21,False
2025-05-19,M04,U006,,0.0,97.21,False
2025-05-20,M04,U006,,0.0,97.21,False
2025-05-07,M04,U007,0.0,251.0,150.45,False
2025-05-08,M04,U007,,0.0,150.45,False
2025-05-09,M04,U007,,0.0,127.88,True
2025-05-10,M04,U007,,0.0,150.45,False
2025-05-11,M04,U007,,0.0,120.36,True
2025-05-12,M04,U007,,0.0,150.45,False
2025-05-13,M04,U007,,228.0,150.45,False
2025-05-14,M04,U007,,0.0,135.41,True
2025-05-15,M04,U007,,0.0,150.45,False
2025-05-16,M04,U007,,0.0,150.45,False
2025-05-17,M04,U007,,0.0,150.45,False
2025-05-18,M04,U007,,0.0,150.45,False
2025-05-19,M04,U007,,220.0,150.45,False
2025-05-20,M04,U007,,0.0,150.45,False
2025-05-07,M04,U008,0.0,112.0,111.37,False
2025-05-08,M04,U008,,0.0,111.37,False
2025-05-09,M04,U008,,0.0,111.37,False
2025-05-10,M04,U008,,0.0,111.37,False
2025-05-11,M04,U008,,0.0,111.37,False
2025-05-12,M04,U008,,0.0,111.37,False
2025-05-13,M04,U008,,97.0,111.37,False
2025-05-14,M04,U008,,0.0,111.37,False
2025-05-15,M04,U008,,0.0,111.37,False
2025-05-16,M04,U008,,0.0,111.37,False
2025-05-17,M04,U008,,0.0,111.37,False
2025-05-18,M04,U008,,0.0,111.37,False
2025-05-19,M04,U008,,95.0,111.37,False
2025-05-20,M04,U008,,0.0,111.37,False
2025-05-07,M04,U009,0.0,52.0,133.04,False
2025-05-08,M04,U009,,0.0,133.04,False
2025-05-09,M04,U009,,0.0,133.04,False
2025-05-10,M04,U009,,0.0,133.04,False
2025-05-11,M04,U009,,0.0,133.04,False
2025-05-12,M04,U009,,0.0,133.04,False
2025-05-13,M04,U009,,57.0,133.04,False
2025-05-14,M04,U009,,0.0,133.04,False
2025-05-15,M04,U009,,0.0,133.04,False
2025-05-16,M04,U009,,0.0,133.04,False
2025-05-17,M04,U009,,0.0,133.04,False
2025-05-18,M04,U009,,0.0,119.74,True
2025-05-19,M04,U009,,58.0,133.04,False
2025-05-20,M04,U009,,0.0,133.04,False
2025-05-07,M04,U010,155.0,0.0,186.29,False
2025-05-08,M04,U010,,0.0,186.29,False
2025-05-09,M04,U010,,123.0,186.29,False
2025-05-10,M04,U010,,0.0,186.29,False
2025-05-11,M04,U010,,0.0,186.29,False
2025-05-12,M04,U010,,0.0,186.29,False
2025-05-13,M04,U010,,107.0,186.29,False
2025-05-14,M04,U010,,0.0,186.29,False
2025-05-15,M04,U010,,0.0,186.29,False
2025-05-16,M04,U010,,0.0,186.29,False
2025-05-17,M04,U010,,138.0,186.29,False
2025-05-18,M04,U010,,0.0,186.29,False
2025-05-19,M04,U010,,0.0,186.29,False
2025-05-20,M04,U010,,0.0,186.29,False
2025-05-07,M04,U011,85.0,0.0,172.73,False
2025-05-08,M04,U011,,0.0,172.73,False
2025-05-09,M04,U011,,0.0,172.73,False
2025-05-10,M04,U011,,0.0,172.73,False
2025-05-11,M04,U011,,115.0,172.73,False
2025-05-12,M04,U011,,0.0,172.73,False
2025-05-13,M04,U011,,0.0,172.73,False
2025-05-14,M04,U011,,0.0,172.73,False
2025-05-15,M04,U011,,0.0,172.73,False
2025-05-16,M04,U011,,114.0,146.82,True
2025-05-17,M04,U011,,0.0,172.73,False
2025-05-18,M04,U011,,0.0,172.73,False
2025-05-19,M04,U011,,0.0,172.73,False
2025-05-20,M04,U011,,0.0,172.73,False
2025-05-07,M04,U012,126.0,0.0,214.19,False
2025-05-08,M04,U012,,0.0,214.19,False
2025-05-09,M04,U012,,0.0,214.19,False
2025-05-10,M04,U012,,0.0,214.19,False
2025-05-11,M04,U012,,151.0,214.19,False
2025-05-12,M04,U012,,0.0,214.19,False
2025-05-13,M04,U012,,0.0,192.77,True
2025-05-14,M04,U012,,0.0,214.19,False
2025-05-15,M04,U012,,0.0,214.19,False
2025-05-16,M04,U012,,171.0,214.19,False
2025-05-17,M04,U012,,0.0,214.19,False
2025-05-18,M04,U012,,0.0,214.19,False
2025-05-19,M04,U012,,0.0,214.19,False
2025-05-20,M04,U012,,0.0,214.19,False
2025-05-07,M04,U013,0.0,71.0,176.68,False
2025-05-08,M04,U013,,0.0,176.68,False
2025-05-09,M04,U013,,0.0,176.68,False
2025-05-10,M04,U013,,0.0,176.68,False
2025-05-11,M04,U013,,0.0,176.68,False
2025-05-12,M04,U013,,0.0,176.68,False
2025-05-13,M04,U013,,0.0,176.68,False
2025-05-14,M04,U013,,81.0,176.68,False
2025-05-15,M04,U013,,0.0,176.68,False
2025-05-16,M04,U013,,0.0,176.68,False
2025-05-17,M04,U013,,0.0,176.68,False
2025-05-18,M04,U013,,0.0,176.68,False
2025-05-19,M04,U013,,0.0,176.68,False
2025-05-20,M04,U013,,0.0,176.68,False
2025-05-07,M04,U014,0.0,37.0,115.91,False
2025-05-08,M04,U014,,0.0,115.91,False
2025-05-09,M04,U014,,0.0,115.91,False
2025-05-10,M04,U014,,0.0,115.91,False
2025-05-11,M04,U014,,0.0,115.91,False
2025-05-12,M04,U014,,0.0,115.91,False
2025-05-13,M04,U014,,39.0,115.91,False
2025-05-14,M04,U014,,0.0,98.52,True
2025-05-15,M04,U014,,0.0,115.91,False
2025-05-16,M04,U014,,0.0,115.91,False
2025-05-17,M04,U014,,0.0,115.91,False
2025-05-18,M04,U014,,0.0,115.91,False
2025-05-19,M04,U014,,0.0,115.91,False
2025-05-20,M04,U014,,0.0,115.91,False
2025-05-07,M04,U015,0.0,0.0,54.99,False
2025-05-08,M04,U015,,0.0,54.99,False
2025-05-09,M04,U015,,0.0,54.99,False
2025-05-10,M04,U015,,0.0,54.99,False
2025-05-11,M04,U015,,161.0,54.99,False
2025-05-12,M04,U015,,0.0,54.99,False
2025-05-13,M04,U015,,0.0,54.99,False
2025-05-14,M04,U015,,0.0,54.99,False
2025-05-15,M04,U015,,0.0,54.99,False
2025-05-16,M04,U015,,160.0,54.99,False
2025-05-17,M04,U015,,0.0,54.99,False
2025-05-18,M04,U015,,0.0,54.99,False
2025-05-19,M04,U015,,0.0,54.99,False
2025-05-20,M04,U015,,0.0,54.99,False
2025-05-07,M04,U016,176.0,0.0,170.13,False
2025-05-08,M04,U016,,0.0,170.13,False
2025-05-09,M04,U016,,146.0,170.13,False
2025-05-10,M04,U016,,0.0,170.13,False
2025-05-11,M04,U016,,0.0,170.13,False
2025-05-12,M04,U016,,0.0,170.13,False
2025-05-13,M04,U016,,0.0,170.13,False
2025-05-14,M04,U016,,0.0,170.13,False
2025-05-15,M04,U016,,0.0,170.13,False
2025-05-16,M04,U016,,0.0,170.13,False
2025-05-17,M04,U016,,215.0,170.13,False
2025-05-18,M04,U016,,0.0,170.13,False
2025-05-19,M04,U016,,0.0,153.12,True
2025-05-20,M04,U016,,0.0,170.13,False
2025-05-07,M04,U017,0.0,120.0,88.44,False
2025-05-08,M04,U017,,0.0,88.44,False
2025-05-09,M04,U017,,0.0,88.44,False
2025-05-10,M04,U017,,0.0,88.44,False
2025-05-11,M04,U017,,0.0,88.44,False
2025-05-12,M04,U017,,0.0,88.44,False
2025-05-13,M04,U017,,0.0,88.44,False
2025-05-14,M04,U017,,137.0,88.44,False
2025-05-15,M04,U017,,0.0,88.44,False
2025-05-16,M04,U017,,0.0,88.44,False
2025-05-17,M04,U017,,0.0,88.44,False
2025-05-18,M04,U017,,0.0,88.44,False
2025-05-19,M04,U017,,0.0,88.44,False
2025-05-20,M04,U017,,0.0,75.17,True
2025-05-07,M04,U018,14.0,0.0,116.46,False
2025-05-08,M04,U018,,0.0,116.46,False
2025-05-09,M04,U018,,0.0,116.46,False
2025-05-10,M04,U018,,0.0,116.46,False
2025-05-11,M04,U018,,0.0,116.46,False
2025-05-12,M04,U018,,0.0,116.46,False
2025-05-13,M04,U018,,94.0,116.46,False
2025-05-14,M04,U018,,0.0,116.46,False
2025-05-15,M04,U018,,0.0,116.46,False
2025-05-16,M04,U018,,0.0,116.46,False
2025-05-17,M04,U018,,0.0,116.46,False
2025-05-18,M04,U018,,0.0,104.81,True
2025-05-19,M04,U018,,93.0,116.46,False
2025-05-20,M04,U018,,0.0,116.46,False
2025-05-07,M05,U001,122.0,0.0,175.82,False
2025-05-08,M05,U001,,0.0,175.82,False
2025-05-09,M05,U001,,94.0,175.82,False
2025-05-10,M05,U001,,0.0,175.82,False
2025-05-11,M05,U001,,0.0,175.82,False
2025-05-12,M05,U001,,0.0,175.82,False
2025-05-13,M05,U001,,142.0,175.82,False
2025-05-14,M05,U001,,0.0,175.82,False
2025-05-15,M05,U001,,0.0,175.82,False
2025-05-16,M05,U001,,0.0,175.82,False
2025-05-17,M05,U001,,85.0,175.82,False
2025-05-18,M05,U001,,0.0,175.82,False
2025-05-19,M05,U001,,0.0,175.82,False
2025-05-20,M05,U001,,0.0,175.82,False
2025-05-07,M05,U002,0.0,219.0,192.33,False
2025-05-08,M05,U002,,0.0,192.33,False
2025-05-09,M05,U002,,0.0,192.33,False
2025-05-10,M05,U002,,0.0,192.33,False
2025-05-11,M05,U002,,0.0,192.33,False
2025-05-12,M05,U002,,0.0,163.48,True
2025-05-13,M05,U002,,234.0,192.33,False
2025-05-14,M05,U002,,0.0,192.33,False
2025-05-15,M05,U002,,0.0,192.33,False
2025-05-16,M05,U002,,0.0,192.33,False
2025-05-17,M05,U002,,0.0,173.1,True
2025-05-18,M05,U002,,0.0,192.33,False
2025-05-19,M05,U002,,226.0,192.33,False
2025-05-20,M05,U002,,0.0,192.33,False
2025-05-07,M05,U003,0.0,0.0,43.26,False
2025-05-08,M05,U003,,0.0,43.26,False
2025-05-09,M05,U003,,0.0,43.26,False
2025-05-10,M05,U003,,0.0,43.26,False
2025-05-11,M05,U003,,0.0,43.26,False
2025-05-12,M05,U003,,0.0,43.26,False
2025-05-13,M05,U003,,0.0,43.26,False
2025-05-14,M05,U003,,0.0,43.26,False
2025-05-15,M05,U003,,0.0,43.26,False
2025-05-16,M05,U003,,0.0,43.26,False
2025-05-17,M05,U003,,0.0,43.26,False
2025-05-18,M05,U003,,0.0,43.26,False
2025-05-19,M05,U003,,0.0,43.26,False
2025-05-20,M05,U003,,0.0,43.26,False
2025-05-07,M05,U004,195.0,0.0,173.32,False
2025-05-08,M05,U004,,0.0,173.32,False
2025-05-09,M05,U004,,0.0,173.32,False
2025-05-10,M05,U004,,0.0,173.32,False
2025-05-11,M05,U004,,0.0,173.32,False
2025-05-12,M05,U004,,0.0,173.32,False
2025-05-13,M05,U004,,0.0,173.32,False
2025-05-14,M05,U004,,0.0,173.32,False
2025-05-15,M05,U004,,0.0,155.99,True
2025-05-16,M05,U004,,244.0,173.32,False
2025-05-17,M05,U004,,0.0,173.32,False
2025-05-18,M05,U004,,0.0,173.32,False
2025-05-19,M05,U004,,0.0,173.32,False
2025-05-20,M05,U004,,0.0,173.32,False
2025-05-07,M05,U005,0.0,0.0,49.88,False
2025-05-08,M05,U005,,0.0,49.88,False
2025-05-09,M05,U005,,0.0,49.88,False
2025-05-10,M05,U005,,0.0,49.88,False
2025-05-11,M05,U005,,0.0,49.88,False
2025-05-12,M05,U005,,0.0,49.88,False
2025-05-13,M05,U005,,0.0,49.88,False
2025-05-14,M05,U005,,0.0,49.88,False
2025-05-15,M05,U005,,0.0,49.88,False
2025-05-16,M05,U005,,0.0,49.88,False
2025-05-17,M05,U005,,0.0,49.88,False
2025-05-18,M05,U005,,0.0,49.88,False
2025-05-19,M05,U005,,133.0,49.88,False
2025-05-20,M05,U005,,0.0,49.88,False
2025-05-07,M05,U006,0.0,0.0,87.49,True
2025-05-08,M05,U006,,0.0,97.21,False
2025-05-09,M05,U006,,0.0,97.21,False
2025-05-10,M05,U006,,0.0,77.77,True
2025-05-11,M05,U006,,0.0,77.77,True
2025-05-12,M05,U006,,0.0,97.21,False
2025-05-13,M05,U006,,0.0,97.21,False
2025-05-14,M05,U006,,265.0,97.21,False
2025-05-15,M05,U006,,0.0,97.21,False
2025-05-16,M05,U006,,0.0,97.21,False
2025-05-17,M05,U006,,0.0,97.21,False
2025-05-18,M05,U006,,0.0,97.21,False
2025-05-19,M05,U006,,0.0,97.21,False
2025-05-20,M05,U006,,0.0,97.21,False
2025-05-07,M05,U007,0.0,199.0,150.45,False
2025-05-08,M05,U007,,0.0,150.45,False
2025-05-09,M05,U007,,0.0,150.45,False
2025-05-10,M05,U007,,0.0,150.45,False
2025-05-11,M05,U007,,0.0,150.45,False
2025-05-12,M05,U007,,0.0,150.45,False
2025-05-13,M05,U007,,185.0,150.45,False
2025-05-14,M05,U007,,0.0,150.45,False
2025-05-15,M05,U007,,0.0,150.45,False
2025-05-16,M05,U007,,0.0,150.45,False
2025-05-17,M05,U007,,0.0,150.45,False
2025-05-18,M05,U007,,0.0,150.45,False
2025-05-19,M05,U007,,0.0,150.45,False
2025-05-20,M05,U007,,0.0,150.45,False
2025-05-07,M05,U008,66.0,0.0,111.37,False
2025-05-08,M05,U008,,0.0,94.66,True
2025-05-09,M05,U008,,0.0,111.37,False
2025-05-10,M05,U008,,0.0,111.37,False
2025-05-11,M05,U008,,0.0,111.37,False
2025-05-12,M05,U008,,0.0,111.37,False
2025-05-13,M05,U008,,112.0,111.37,False
2025-05-14,M05,U008,,0.0,111.37,False
2025-05-15,M05,U008,,0.0,100.23,True
2025-05-16,M05,U008,,0.0,111.37,False
2025-05-17,M05,U008,,127.0,111.37,False
2025-05-18,M05,U008,,0.0,111.37,False
2025-05-19,M05,U008,,0.0,111.37,False
2025-05-20,M05,U008,,0.0,111.37,False
2025-05-07,M05,U009,0.0,58.0,133.04,False
2025-05-08,M05,U009,,0.0,133.04,False
2025-05-09,M05,U009,,0.0,133.04,False
2025-05-10,M05,U009,,0.0,133.04,False
2025-05-11,M05,U009,,0.0,133.04,False
2025-05-12,M05,U009,,0.0,133.04,False
2025-05-13,M05,U009,,58.0,133.04,False
2025-05-14,M05,U009,,0.0,133.04,False
2025-05-15,M05,U009,,0.0,133.04,False
2025-05-16,M05,U009,,0.0,133.04,False
2025-05-17,M05,U009,,0.0,133.04,False
2025-05-18,M05,U009,,0.0,106.43,True
2025-05-19,M05,U009,,54.0,133.04,False
2025-05-20,M05,U009,,0.0,133.04,False
2025-05-07,M05,U010,101.0,0.0,186.29,False
2025-05-08,M05,U010,,0.0,186.29,False
2025-05-09,M05,U010,,0.0,186.29,False
2025-05-10,M05,U010,,0.0,167.66,True
2025-05-11,M05,U010,,0.0,186.29,False
2025-05-12,M05,U010,,0.0,186.29,False
2025-05-13,M05,U010,,0.0,158.35,True
2025-05-14,M05,U010,,0.0,186.29,False
2025-05-15,M05,U010,,0.0,158.35,True
2025-05-16,M05,U010,,122.0,186.29,False
2025-05-17,M05,U010,,0.0,167.66,True
2025-05-18,M05,U010,,0.0,186.29,False
2025-05-19,M05,U010,,0.0,186.29,False
