Tarih,Magaza_ID,Urun_ID,Satis_Adedi,Stok_Miktari,Birim_Fiyat,Stokout_Flag,Ana_Kategori,Alt_Kategori,Marka_Grubu,Promosyon_Flag
2025-03-20,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-21,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-22,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-23,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-24,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-25,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-26,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-27,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-28,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-29,M02,U008,0,0,94.66,True,Atıştırmalık,Cips,Marka-B,True
2025-03-30,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-03-31,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-01,M02,U008,20,54,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-02,M02,U008,16,38,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-03,M02,U008,16,22,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-04,M02,U008,11,11,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-05,M02,U008,11,0,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-06,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-07,M02,U008,13,53,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-08,M02,U008,14,39,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-09,M02,U008,16,23,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-10,M02,U008,15,8,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-11,M02,U008,8,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-12,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-13,M02,U008,35,31,94.66,False,Atıştırmalık,Cips,Marka-B,True
2025-04-14,M02,U008,16,15,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-15,M02,U008,7,8,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-16,M02,U008,8,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-17,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-18,M02,U008,0,0,100.23,True,Atıştırmalık,Cips,Marka-B,True
2025-04-19,M02,U008,22,41,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-20,M02,U008,14,27,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-21,M02,U008,7,20,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-22,M02,U008,11,9,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-23,M02,U008,9,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-24,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-04-25,M02,U008,11,62,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-26,M02,U008,27,35,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-27,M02,U008,13,22,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-28,M02,U008,7,15,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-29,M02,U008,15,0,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-04-30,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-05-01,M02,U008,30,32,100.23,False,Atıştırmalık,Cips,Marka-B,True
2025-05-02,M02,U008,11,21,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-05-03,M02,U008,15,6,111.37,False,Atıştırmalık,Cips,Marka-B,False
2025-05-04,M02,U008,6,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-05-05,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-05-06,M02,U008,0,0,111.37,True,Atıştırmalık,Cips,Marka-B,False
2025-01-01,M02,U009,2,41,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-02,M02,U009,16,25,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-03,M02,U009,7,18,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-04,M02,U009,11,7,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-05,M02,U009,7,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-06,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-07,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-08,M02,U009,13,34,119.74,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-01-09,M02,U009,14,20,106.43,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-01-10,M02,U009,6,14,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-11,M02,U009,10,4,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-12,M02,U009,4,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-13,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-14,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-15,M02,U009,9,38,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-16,M02,U009,4,34,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-17,M02,U009,11,23,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-18,M02,U009,20,3,113.08,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-01-19,M02,U009,3,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-20,M02,U009,0,0,113.08,True,Atıştırmalık,Bisküvi,Marka-C,True
2025-01-21,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-22,M02,U009,9,35,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-23,M02,U009,2,33,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-24,M02,U009,15,18,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-25,M02,U009,7,11,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-26,M02,U009,8,3,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-27,M02,U009,3,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-28,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-29,M02,U009,11,31,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-30,M02,U009,5,26,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-31,M02,U009,9,17,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-01,M02,U009,8,9,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-02,M02,U009,9,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-03,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-04,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-05,M02,U009,9,40,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-06,M02,U009,12,28,113.08,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-02-07,M02,U009,12,16,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-08,M02,U009,16,0,113.08,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-02-09,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-10,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-11,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-12,M02,U009,11,37,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-13,M02,U009,10,27,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-14,M02,U009,6,21,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-15,M02,U009,10,11,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-16,M02,U009,9,2,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-17,M02,U009,2,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-18,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-19,M02,U009,17,26,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-20,M02,U009,15,11,113.08,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-02-21,M02,U009,11,0,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-22,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-23,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-24,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-25,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-26,M02,U009,12,32,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-27,M02,U009,5,27,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-02-28,M02,U009,11,16,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-01,M02,U009,10,6,113.08,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-03-02,M02,U009,6,0,106.43,True,Atıştırmalık,Bisküvi,Marka-C,True
2025-03-03,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-04,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-05,M02,U009,6,36,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-06,M02,U009,10,26,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-07,M02,U009,4,22,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-08,M02,U009,12,10,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-09,M02,U009,10,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-10,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-11,M02,U009,0,0,119.74,True,Atıştırmalık,Bisküvi,Marka-C,True
2025-03-12,M02,U009,9,36,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-13,M02,U009,11,25,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-14,M02,U009,12,13,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-15,M02,U009,10,3,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-16,M02,U009,3,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-17,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-18,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-19,M02,U009,16,27,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-20,M02,U009,10,17,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-21,M02,U009,11,6,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-22,M02,U009,6,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-23,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-24,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-25,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-26,M02,U009,9,38,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-27,M02,U009,14,24,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-28,M02,U009,5,19,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-29,M02,U009,13,6,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-30,M02,U009,6,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-03-31,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-01,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-02,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-03,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-04,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-05,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-06,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-07,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-08,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-09,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-10,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-11,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-12,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-13,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-14,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-15,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-16,M02,U009,10,31,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-17,M02,U009,18,13,106.43,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-04-18,M02,U009,11,2,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-19,M02,U009,2,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-20,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-21,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-22,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-23,M02,U009,11,30,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-24,M02,U009,9,21,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-25,M02,U009,16,5,119.74,False,Atıştırmalık,Bisküvi,Marka-C,True
2025-04-26,M02,U009,5,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-27,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-28,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-29,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-04-30,M02,U009,13,30,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-01,M02,U009,12,18,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-02,M02,U009,11,7,133.04,False,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-03,M02,U009,7,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-04,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-05,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-05-06,M02,U009,0,0,133.04,True,Atıştırmalık,Bisküvi,Marka-C,False
2025-01-01,M02,U010,21,152,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-02,M02,U010,20,132,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-03,M02,U010,22,110,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-04,M02,U010,33,77,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-05,M02,U010,36,41,158.35,False,Atıştırmalık,Bisküvi,Marka-D,True
2025-01-06,M02,U010,19,22,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-07,M02,U010,19,162,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-08,M02,U010,28,134,149.03,False,Atıştırmalık,Bisküvi,Marka-D,True
2025-01-09,M02,U010,21,113,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-10,M02,U010,20,93,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-11,M02,U010,28,65,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-12,M02,U010,25,40,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-13,M02,U010,23,157,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-14,M02,U010,29,128,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-15,M02,U010,26,102,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-16,M02,U010,37,65,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-17,M02,U010,22,43,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-18,M02,U010,29,14,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-19,M02,U010,22,138,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-20,M02,U010,34,104,149.03,False,Atıştırmalık,Bisküvi,Marka-D,True
2025-01-21,M02,U010,22,82,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-22,M02,U010,24,58,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-23,M02,U010,26,32,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-24,M02,U010,26,6,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-25,M02,U010,31,152,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-26,M02,U010,14,138,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-27,M02,U010,25,113,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-28,M02,U010,18,95,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-29,M02,U010,27,68,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-30,M02,U010,28,40,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-01-31,M02,U010,35,131,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-01,M02,U010,33,98,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-02,M02,U010,28,70,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-03,M02,U010,28,42,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-04,M02,U010,27,15,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-05,M02,U010,15,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-06,M02,U010,20,150,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-07,M02,U010,30,120,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-08,M02,U010,33,87,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-09,M02,U010,32,55,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-10,M02,U010,22,33,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-11,M02,U010,31,2,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-12,M02,U010,29,127,158.35,False,Atıştırmalık,Bisküvi,Marka-D,True
2025-02-13,M02,U010,21,106,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-14,M02,U010,25,81,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-15,M02,U010,19,62,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-16,M02,U010,31,31,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-17,M02,U010,19,12,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-18,M02,U010,13,147,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-19,M02,U010,27,120,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-20,M02,U010,17,103,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-21,M02,U010,39,64,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-22,M02,U010,31,33,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-23,M02,U010,33,0,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-24,M02,U010,23,147,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-25,M02,U010,26,121,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-26,M02,U010,25,96,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-02-27,M02,U010,31,65,158.35,False,Atıştırmalık,Bisküvi,Marka-D,True
2025-02-28,M02,U010,23,42,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-01,M02,U010,35,7,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-02,M02,U010,7,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-03,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-04,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-05,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-06,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-07,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-08,M02,U010,32,126,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-09,M02,U010,34,92,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-10,M02,U010,24,68,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-11,M02,U010,22,46,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-12,M02,U010,23,23,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-13,M02,U010,23,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-14,M02,U010,31,144,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-15,M02,U010,26,118,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-16,M02,U010,31,87,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-17,M02,U010,27,60,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-18,M02,U010,22,38,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-19,M02,U010,23,15,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-20,M02,U010,42,108,167.66,False,Atıştırmalık,Bisküvi,Marka-D,True
2025-03-21,M02,U010,35,73,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-22,M02,U010,30,43,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-23,M02,U010,22,21,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-24,M02,U010,17,4,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-25,M02,U010,4,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-26,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-27,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-28,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-29,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-30,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-03-31,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-01,M02,U010,24,141,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-02,M02,U010,18,123,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-03,M02,U010,32,91,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-04,M02,U010,27,64,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-05,M02,U010,28,36,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-06,M02,U010,24,12,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-07,M02,U010,22,150,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-08,M02,U010,28,122,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-09,M02,U010,20,102,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-10,M02,U010,28,74,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-11,M02,U010,28,46,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-12,M02,U010,27,19,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-13,M02,U010,21,155,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-14,M02,U010,27,128,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-15,M02,U010,20,108,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-16,M02,U010,20,88,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-17,M02,U010,21,67,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-18,M02,U010,28,39,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-19,M02,U010,31,135,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-20,M02,U010,27,108,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-21,M02,U010,25,83,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-22,M02,U010,23,60,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-23,M02,U010,27,33,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-24,M02,U010,22,11,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-25,M02,U010,11,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-26,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-27,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-28,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-29,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-04-30,M02,U010,0,0,186.29,True,Atıştırmalık,Bisküvi,Marka-D,False
2025-05-01,M02,U010,27,155,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-05-02,M02,U010,29,126,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-05-03,M02,U010,31,95,186.29,False,Atıştırmalık,Bisküvi,Marka-D,False
2025-05-04,M02,U010,52,43,167.66,False,Atıştırmalık,Bisküvi,Marka-D,True
