Tarih,Magaza_ID,Urun_ID,Baslangic_Stoku,Planlanan_Sevkiyat,Birim_Fiyat,Promosyon_Flag,Bolge,Tedarik_Suresi_Gun,Beklenen_Giris_Tarihi,Dagitilabilir_Depo_Stogu,Magaza_Kapasitesi
2025-05-09,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-09,667,197.0
2025-05-10,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-10,667,147.0
2025-05-11,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-11,667,395.0
2025-05-12,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-12,667,223.0
2025-05-13,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-13,667,369.0
2025-05-14,M02,U005,,81.0,49.88,False,Marmara,9,2025-05-15,667,265.0
2025-05-15,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-15,667,368.0
2025-05-16,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-16,667,223.0
2025-05-17,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-17,667,198.0
2025-05-18,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-18,667,206.0
2025-05-19,M02,U005,,0.0,42.4,True,Marmara,9,2025-05-19,667,342.0
2025-05-20,M02,U005,,0.0,49.88,False,Marmara,9,2025-05-20,667,202.0
2025-05-07,M02,U006,102.0,0.0,97.21,False,Marmara,6,2025-05-07,575,328.0
2025-05-08,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-08,575,501.0
2025-05-09,M02,U006,,116.0,97.21,False,Marmara,6,2025-05-09,575,267.0
2025-05-10,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-10,575,242.0
2025-05-11,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-11,575,312.0
2025-05-12,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-12,575,396.0
2025-05-13,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-13,575,218.0
2025-05-14,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-14,575,262.0
2025-05-15,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-15,575,371.0
2025-05-16,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-16,575,359.0
2025-05-17,M02,U006,,161.0,82.63,True,Marmara,6,2025-05-17,575,202.0
2025-05-18,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-18,575,245.0
2025-05-19,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-19,575,357.0
2025-05-20,M02,U006,,0.0,97.21,False,Marmara,6,2025-05-20,575,479.0
2025-05-07,M02,U007,168.0,0.0,150.45,False,Marmara,2,2025-05-07,159,318.0
2025-05-08,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-08,159,517.0
2025-05-09,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-09,159,479.0
2025-05-10,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-10,159,435.0
2025-05-11,M02,U007,,147.0,150.45,False,Marmara,2,2025-05-12,159,484.0
2025-05-12,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-12,159,474.0
2025-05-13,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-13,159,327.0
2025-05-14,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-14,159,308.0
2025-05-15,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-15,159,268.0
2025-05-16,M02,U007,,190.0,150.45,False,Marmara,2,2025-05-17,159,362.0
2025-05-17,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-17,159,446.0
2025-05-18,M02,U007,,0.0,127.88,True,Marmara,2,2025-05-18,159,436.0
2025-05-19,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-19,159,301.0
2025-05-20,M02,U007,,0.0,150.45,False,Marmara,2,2025-05-20,159,535.0
2025-05-07,M02,U008,0.0,74.0,111.37,False,Marmara,5,2025-05-07,589,122.0
2025-05-08,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-08,589,129.0
2025-05-09,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-09,589,169.0
2025-05-10,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-10,589,197.0
2025-05-11,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-11,589,367.0
2025-05-12,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-12,589,122.0
2025-05-13,M02,U008,,74.0,111.37,False,Marmara,5,2025-05-15,589,347.0
2025-05-14,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-14,589,328.0
2025-05-15,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-15,589,282.0
2025-05-16,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-16,589,336.0
2025-05-17,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-17,589,389.0
2025-05-18,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-18,589,240.0
2025-05-19,M02,U008,,67.0,111.37,False,Marmara,5,2025-05-20,589,115.0
2025-05-20,M02,U008,,0.0,111.37,False,Marmara,5,2025-05-20,589,333.0
2025-05-07,M02,U009,0.0,0.0,133.04,False,Marmara,4,2025-05-07,594,366.0
2025-05-08,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-08,594,343.0
2025-05-09,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-09,594,227.0
2025-05-10,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-10,594,211.0
2025-05-11,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-11,594,203.0
2025-05-12,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-12,594,140.0
2025-05-13,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-13,594,108.0
2025-05-14,M02,U009,,43.0,133.04,False,Marmara,4,2025-05-16,594,158.0
2025-05-15,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-15,594,105.0
2025-05-16,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-16,594,390.0
2025-05-17,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-17,594,115.0
2025-05-18,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-18,594,253.0
2025-05-19,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-19,594,227.0
2025-05-20,M02,U009,,0.0,133.04,False,Marmara,4,2025-05-20,594,318.0
2025-05-07,M02,U010,0.0,180.0,186.29,False,Marmara,7,2025-05-09,492,168.0
2025-05-08,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-08,492,189.0
2025-05-09,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-09,492,289.0
2025-05-10,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-10,492,379.0
2025-05-11,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-11,492,209.0
2025-05-12,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-12,492,248.0
2025-05-13,M02,U010,,162.0,186.29,False,Marmara,7,2025-05-14,492,282.0
2025-05-14,M02,U010,,0.0,158.35,True,Marmara,7,2025-05-14,492,277.0
2025-05-15,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-15,492,200.0
2025-05-16,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-16,492,235.0
2025-05-17,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-17,492,176.0
2025-05-18,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-18,492,320.0
2025-05-19,M02,U010,,159.0,186.29,False,Marmara,7,2025-05-19,492,122.0
2025-05-20,M02,U010,,0.0,186.29,False,Marmara,7,2025-05-20,492,204.0
2025-05-07,M02,U011,0.0,86.0,172.73,False,Marmara,9,2025-05-08,753,289.0
2025-05-08,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-08,753,373.0
2025-05-09,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-09,753,284.0
2025-05-10,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-10,753,118.0
2025-05-11,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-11,753,292.0
2025-05-12,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-12,753,249.0
2025-05-13,M02,U011,,103.0,172.73,False,Marmara,9,2025-05-13,753,114.0
2025-05-14,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-14,753,356.0
2025-05-15,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-15,753,317.0
2025-05-16,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-16,753,110.0
2025-05-17,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-17,753,332.0
2025-05-18,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-18,753,254.0
2025-05-19,M02,U011,,86.0,172.73,False,Marmara,9,2025-05-21,753,190.0
2025-05-20,M02,U011,,0.0,172.73,False,Marmara,9,2025-05-20,753,273.0
2025-05-07,M02,U012,146.0,0.0,214.19,False,Marmara,2,2025-05-07,601,283.0
2025-05-08,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-08,601,498.0
2025-05-09,M02,U012,,0.0,171.35,True,Marmara,2,2025-05-09,601,341.0
2025-05-10,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-10,601,540.0
2025-05-11,M02,U012,,198.0,214.19,False,Marmara,2,2025-05-13,601,426.0
2025-05-12,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-12,601,388.0
2025-05-13,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-13,601,292.0
2025-05-14,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-14,601,252.0
2025-05-15,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-15,601,498.0
2025-05-16,M02,U012,,168.0,214.19,False,Marmara,2,2025-05-16,601,452.0
2025-05-17,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-17,601,321.0
2025-05-18,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-18,601,385.0
2025-05-19,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-19,601,472.0
2025-05-20,M02,U012,,0.0,214.19,False,Marmara,2,2025-05-20,601,428.0
2025-05-07,M02,U013,52.0,0.0,176.68,False,Marmara,6,2025-05-07,350,241.0
2025-05-08,M02,U013,,0.0,176.68,False,Marmara,6,2025-05-08,350,292.0
2025-05-09,M02,U013,,67.0,176.68,False,Marmara,6,2025-05-09,350,388.0
2025-05-10,M02,U013,,0.0,176.68,False,Marmara,6,2025-05-10,350,158.0
2025-05-11,M02,U013,,0.0,176.68,False,Marmara,6,2025-05-11,350,249.0
2025-05-12,M02,U013,,0.0,159.01,True,Marmara,6,2025-05-12,350,201.0
2025-05-13,M02,U013,,71.0,159.01,True,Marmara,6,2025-05-14,350,259.0
2025-05-14,M02,U013,,0.0,176.68,False,Marmara,6,2025-05-14,350,378.0
2025-05-15,M02,U013,,0.0,176.68,False,Marmara,6,2025-05-15,350,363.0
2025-05-16,M02,U013,,0.0,176.68,False,Marmara,6,2025-05-16,350,450.0
2025-05-17,M02,U013,,57.0,176.68,False,Marmara,6,2025-05-19,350,213.0
2025-05-18,M02,U013,,0.0,176.68,False,Marmara,6,2025-05-18,350,450.0
2025-05-19,M02,U013,,0.0,176.68,False,Marmara,6,2025-05-19,350,156.0
2025-05-20,M02,U013,,0.0,176.68,False,Marmara,6,2025-05-20,350,415.0
2025-05-07,M02,U014,23.0,0.0,115.91,False,Marmara,6,2025-05-07,528,281.0
2025-05-08,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-08,528,348.0
2025-05-09,M02,U014,,34.0,115.91,False,Marmara,6,2025-05-09,528,353.0
2025-05-10,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-10,528,418.0
2025-05-11,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-11,528,198.0
2025-05-12,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-12,528,388.0
2025-05-13,M02,U014,,34.0,115.91,False,Marmara,6,2025-05-15,528,145.0
2025-05-14,M02,U014,,0.0,104.32,True,Marmara,6,2025-05-14,528,324.0
2025-05-15,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-15,528,325.0
2025-05-16,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-16,528,226.0
2025-05-17,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-17,528,293.0
2025-05-18,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-18,528,148.0
2025-05-19,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-19,528,340.0
2025-05-20,M02,U014,,0.0,115.91,False,Marmara,6,2025-05-20,528,262.0
2025-05-07,M02,U015,91.0,0.0,54.99,False,Marmara,10,2025-05-07,175,397.0
2025-05-08,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-08,175,406.0
2025-05-09,M02,U015,,108.0,54.99,False,Marmara,10,2025-05-09,175,363.0
2025-05-10,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-10,175,208.0
2025-05-11,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-11,175,447.0
2025-05-12,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-12,175,228.0
2025-05-13,M02,U015,,139.0,54.99,False,Marmara,10,2025-05-14,175,343.0
2025-05-14,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-14,175,434.0
2025-05-15,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-15,175,246.0
2025-05-16,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-16,175,452.0
2025-05-17,M02,U015,,111.0,54.99,False,Marmara,10,2025-05-19,175,318.0
2025-05-18,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-18,175,358.0
2025-05-19,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-19,175,435.0
2025-05-20,M02,U015,,0.0,54.99,False,Marmara,10,2025-05-20,175,379.0
2025-05-07,M02,U016,0.0,0.0,170.13,False,Marmara,5,2025-05-07,205,290.0
2025-05-08,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-08,205,314.0
2025-05-09,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-09,205,312.0
2025-05-10,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-10,205,143.0
2025-05-11,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-11,205,175.0
2025-05-12,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-12,205,387.0
2025-05-13,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-13,205,391.0
2025-05-14,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-14,205,350.0
2025-05-15,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-15,205,188.0
2025-05-16,M02,U016,,186.0,170.13,False,Marmara,5,2025-05-18,205,228.0
2025-05-17,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-17,205,356.0
2025-05-18,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-18,205,117.0
2025-05-19,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-19,205,240.0
2025-05-20,M02,U016,,0.0,170.13,False,Marmara,5,2025-05-20,205,382.0
2025-05-07,M02,U017,0.0,0.0,88.44,False,Marmara,3,2025-05-07,619,288.0
2025-05-08,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-08,619,376.0
2025-05-09,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-09,619,253.0
2025-05-10,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-10,619,107.0
2025-05-11,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-11,619,205.0
2025-05-12,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-12,619,141.0
2025-05-13,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-13,619,190.0
2025-05-14,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-14,619,174.0
2025-05-15,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-15,619,307.0
2025-05-16,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-16,619,160.0
2025-05-17,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-17,619,346.0
2025-05-18,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-18,619,268.0
2025-05-19,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-19,619,243.0
2025-05-20,M02,U017,,0.0,88.44,False,Marmara,3,2025-05-20,619,265.0
2025-05-07,M02,U018,0.0,87.0,116.46,False,Marmara,3,2025-05-08,424,144.0
2025-05-08,M02,U018,,0.0,116.46,False,Marmara,3,2025-05-08,424,172.0
2025-05-09,M02,U018,,0.0,116.46,False,Marmara,3,2025-05-09,424,101.0
2025-05-10,M02,U018,,0.0,116.46,False,Marmara,3,2025-05-10,424,308.0
2025-05-11,M02,U018,,0.0,116.46,False,Marmara,3,2025-05-11,424,198.0
2025-05-12,M02,U018,,0.0,116.46,False,Marmara,3,2025-05-12,424,381.0
2025-05-13,M02,U018,,90.0,116.46,False,Marmara,3,2025-05-15,424,191.0
2025-05-14,M02,U018,,0.0,116.46,False,Marmara,3,2025-05-14,424,303.0
2025-05-15,M02,U018,,0.0,116.46,False,Marmara,3,2025-05-15,424,241.0
2025-05-16,M02,U018,,0.0,116.46,False,Marmara,3,2025-05-16,424,368.0
2025-05-17,M02,U018,,0.0,98.99,True,Marmara,3,2025-05-17,424,294.0
2025-05-18,M02,U018,,0.0,104.81,True,Marmara,3,2025-05-18,424,294.0
2025-05-19,M02,U018,,85.0,116.46,False,Marmara,3,2025-05-21,424,316.0
2025-05-20,M02,U018,,0.0,116.46,False,Marmara,3,2025-05-20,424,255.0
2025-05-07,M03,U001,0.0,0.0,175.82,False,Ege,3,2025-05-07,168,252.0
2025-05-08,M03,U001,,0.0,175.82,False,Ege,3,2025-05-08,168,128.0
2025-05-09,M03,U001,,0.0,175.82,False,Ege,3,2025-05-09,168,115.0
2025-05-10,M03,U001,,0.0,158.24,True,Ege,3,2025-05-10,168,141.0
2025-05-11,M03,U001,,0.0,175.82,False,Ege,3,2025-05-11,168,306.0
2025-05-12,M03,U001,,0.0,175.82,False,Ege,3,2025-05-12,168,235.0
2025-05-13,M03,U001,,0.0,175.82,False,Ege,3,2025-05-13,168,277.0
2025-05-14,M03,U001,,99.0,158.24,True,Ege,3,2025-05-14,168,139.0
2025-05-15,M03,U001,,0.0,175.82,False,Ege,3,2025-05-15,168,314.0
2025-05-16,M03,U001,,0.0,149.45,True,Ege,3,2025-05-16,168,182.0
2025-05-17,M03,U001,,0.0,175.82,False,Ege,3,2025-05-17,168,234.0
2025-05-18,M03,U001,,0.0,175.82,False,Ege,3,2025-05-18,168,234.0
2025-05-19,M03,U001,,0.0,140.66,True,Ege,3,2025-05-19,168,282.0
2025-05-20,M03,U001,,0.0,175.82,False,Ege,3,2025-05-20,168,264.0
2025-05-07,M03,U002,125.0,0.0,192.33,False,Ege,4,2025-05-07,861,467.0
2025-05-08,M03,U002,,0.0,163.48,True,Ege,4,2025-05-08,861,316.0
2025-05-09,M03,U002,,0.0,192.33,False,Ege,4,2025-05-09,861,274.0
2025-05-10,M03,U002,,0.0,153.86,True,Ege,4,2025-05-10,861,450.0
2025-05-11,M03,U002,,146.0,192.33,False,Ege,4,2025-05-11,861,325.0
2025-05-12,M03,U002,,0.0,192.33,False,Ege,4,2025-05-12,861,300.0
2025-05-13,M03,U002,,0.0,192.33,False,Ege,4,2025-05-13,861,515.0
2025-05-14,M03,U002,,0.0,192.33,False,Ege,4,2025-05-14,861,332.0
2025-05-15,M03,U002,,0.0,192.33,False,Ege,4,2025-05-15,861,416.0
2025-05-16,M03,U002,,141.0,192.33,False,Ege,4,2025-05-18,861,490.0
2025-05-17,M03,U002,,0.0,192.33,False,Ege,4,2025-05-17,861,456.0
2025-05-18,M03,U002,,0.0,192.33,False,Ege,4,2025-05-18,861,506.0
2025-05-19,M03,U002,,0.0,192.33,False,Ege,4,2025-05-19,861,414.0
2025-05-20,M03,U002,,0.0,192.33,False,Ege,4,2025-05-20,861,390.0
2025-05-07,M03,U003,0.0,255.0,43.26,False,Ege,3,2025-05-08,777,396.0
2025-05-08,M03,U003,,0.0,43.26,False,Ege,3,2025-05-08,777,120.0
2025-05-09,M03,U003,,0.0,43.26,False,Ege,3,2025-05-09,777,322.0
2025-05-10,M03,U003,,0.0,43.26,False,Ege,3,2025-05-10,777,291.0
2025-05-11,M03,U003,,0.0,43.26,False,Ege,3,2025-05-11,777,146.0
2025-05-12,M03,U003,,0.0,43.26,False,Ege,3,2025-05-12,777,143.0
2025-05-13,M03,U003,,236.0,43.26,False,Ege,3,2025-05-14,777,245.0
2025-05-14,M03,U003,,0.0,43.26,False,Ege,3,2025-05-14,777,284.0
2025-05-15,M03,U003,,0.0,43.26,False,Ege,3,2025-05-15,777,354.0
2025-05-16,M03,U003,,0.0,43.26,False,Ege,3,2025-05-16,777,201.0
2025-05-17,M03,U003,,0.0,43.26,False,Ege,3,2025-05-17,777,142.0
2025-05-18,M03,U003,,0.0,43.26,False,Ege,3,2025-05-18,777,210.0
2025-05-19,M03,U003,,253.0,43.26,False,Ege,3,2025-05-19,777,246.0
2025-05-20,M03,U003,,0.0,43.26,False,Ege,3,2025-05-20,777,244.0
2025-05-07,M03,U004,0.0,152.0,173.32,False,Ege,4,2025-05-07,602,259.0
2025-05-08,M03,U004,,0.0,138.66,True,Ege,4,2025-05-08,602,216.0
2025-05-09,M03,U004,,0.0,173.32,False,Ege,4,2025-05-09,602,389.0
2025-05-10,M03,U004,,0.0,173.32,False,Ege,4,2025-05-10,602,356.0
2025-05-11,M03,U004,,0.0,173.32,False,Ege,4,2025-05-11,602,399.0
2025-05-12,M03,U004,,0.0,173.32,False,Ege,4,2025-05-12,602,226.0
2025-05-13,M03,U004,,0.0,173.32,False,Ege,4,2025-05-13,602,306.0
2025-05-14,M03,U004,,178.0,155.99,True,Ege,4,2025-05-15,602,342.0
2025-05-15,M03,U004,,0.0,173.32,False,Ege,4,2025-05-15,602,312.0
2025-05-16,M03,U004,,0.0,173.32,False,Ege,4,2025-05-16,602,172.0
2025-05-17,M03,U004,,0.0,173.32,False,Ege,4,2025-05-17,602,204.0
2025-05-18,M03,U004,,0.0,173.32,False,Ege,4,2025-05-18,602,290.0
2025-05-19,M03,U004,,0.0,173.32,False,Ege,4,2025-05-19,602,266.0
2025-05-20,M03,U004,,0.0,173.32,False,Ege,4,2025-05-20,602,244.0
2025-05-07,M03,U005,0.0,88.0,49.88,False,Ege,9,2025-05-07,667,279.0
2025-05-08,M03,U005,,0.0,49.88,False,Ege,9,2025-05-08,667,127.0
2025-05-09,M03,U005,,0.0,49.88,False,Ege,9,2025-05-09,667,214.0
2025-05-10,M03,U005,,0.0,49.88,False,Ege,9,2025-05-10,667,218.0
2025-05-11,M03,U005,,0.0,49.88,False,Ege,9,2025-05-11,667,288.0
2025-05-12,M03,U005,,0.0,49.88,False,Ege,9,2025-05-12,667,230.0
2025-05-13,M03,U005,,0.0,49.88,False,Ege,9,2025-05-13,667,386.0
2025-05-14,M03,U005,,87.0,49.88,False,Ege,9,2025-05-14,667,217.0
2025-05-15,M03,U005,,0.0,49.88,False,Ege,9,2025-05-15,667,108.0
2025-05-16,M03,U005,,0.0,49.88,False,Ege,9,2025-05-16,667,317.0
2025-05-17,M03,U005,,0.0,49.88,False,Ege,9,2025-05-17,667,238.0
2025-05-18,M03,U005,,0.0,49.88,False,Ege,9,2025-05-18,667,133.0
2025-05-19,M03,U005,,0.0,49.88,False,Ege,9,2025-05-19,667,265.0
2025-05-20,M03,U005,,0.0,49.88,False,Ege,9,2025-05-20,667,146.0
2025-05-07,M03,U006,82.0,0.0,97.21,False,Ege,6,2025-05-07,575,367.0
2025-05-08,M03,U006,,0.0,97.21,False,Ege,6,2025-05-08,575,215.0
2025-05-09,M03,U006,,176.0,97.21,False,Ege,6,2025-05-11,575,245.0
2025-05-10,M03,U006,,0.0,97.21,False,Ege,6,2025-05-10,575,468.0
2025-05-11,M03,U006,,0.0,97.21,False,Ege,6,2025-05-11,575,408.0
2025-05-12,M03,U006,,0.0,97.21,False,Ege,6,2025-05-12,575,293.0
2025-05-13,M03,U006,,148.0,97.21,False,Ege,6,2025-05-15,575,438.0
2025-05-14,M03,U006,,0.0,97.21,False,Ege,6,2025-05-14,575,326.0
2025-05-15,M03,U006,,0.0,97.21,False,Ege,6,2025-05-15,575,266.0
2025-05-16,M03,U006,,0.0,87.49,True,Ege,6,2025-05-16,575,267.0
2025-05-17,M03,U006,,170.0,97.21,False,Ege,6,2025-05-17,575,416.0
2025-05-18,M03,U006,,0.0,97.21,False,Ege,6,2025-05-18,575,252.0
2025-05-19,M03,U006,,0.0,97.21,False,Ege,6,2025-05-19,575,401.0
2025-05-20,M03,U006,,0.0,97.21,False,Ege,6,2025-05-20,575,429.0
2025-05-07,M03,U007,163.0,0.0,150.45,False,Ege,2,2025-05-07,159,379.0
2025-05-08,M03,U007,,0.0,150.45,False,Ege,2,2025-05-08,159,342.0
2025-05-09,M03,U007,,101.0,150.45,False,Ege,2,2025-05-10,159,377.0
2025-05-10,M03,U007,,0.0,150.45,False,Ege,2,2025-05-10,159,338.0
2025-05-11,M03,U007,,0.0,150.45,False,Ege,2,2025-05-11,159,434.0
2025-05-12,M03,U007,,0.0,150.45,False,Ege,2,2025-05-12,159,393.0
2025-05-13,M03,U007,,147.0,150.45,False,Ege,2,2025-05-13,159,363.0
2025-05-14,M03,U007,,0.0,150.45,False,Ege,2,2025-05-14,159,327.0
2025-05-15,M03,U007,,0.0,150.45,False,Ege,2,2025-05-15,159,431.0
2025-05-16,M03,U007,,0.0,150.45,False,Ege,2,2025-05-16,159,307.0
2025-05-17,M03,U007,,156.0,150.45,False,Ege,2,2025-05-17,159,377.0
2025-05-18,M03,U007,,0.0,150.45,False,Ege,2,2025-05-18,159,463.0
2025-05-19,M03,U007,,0.0,150.45,False,Ege,2,2025-05-19,159,535.0
2025-05-20,M03,U007,,0.0,150.45,False,Ege,2,2025-05-20,159,283.0
2025-05-07,M03,U008,2.0,0.0,111.37,False,Ege,5,2025-05-07,589,376.0
2025-05-08,M03,U008,,0.0,111.37,False,Ege,5,2025-05-08,589,110.0
2025-05-09,M03,U008,,102.0,111.37,False,Ege,5,2025-05-11,589,393.0
2025-05-10,M03,U008,,0.0,111.37,False,Ege,5,2025-05-10,589,166.0
2025-05-11,M03,U008,,0.0,111.37,False,Ege,5,2025-05-11,589,368.0
2025-05-12,M03,U008,,0.0,111.37,False,Ege,5,2025-05-12,589,250.0
2025-05-13,M03,U008,,51.0,111.37,False,Ege,5,2025-05-15,589,117.0
2025-05-14,M03,U008,,0.0,111.37,False,Ege,5,2025-05-14,589,193.0
2025-05-15,M03,U008,,0.0,111.37,False,Ege,5,2025-05-15,589,211.0
2025-05-16,M03,U008,,0.0,111.37,False,Ege,5,2025-05-16,589,214.0
2025-05-17,M03,U008,,79.0,111.37,False,Ege,5,2025-05-19,589,249.0
2025-05-18,M03,U008,,0.0,111.37,False,Ege,5,2025-05-18,589,276.0
2025-05-19,M03,U008,,0.0,111.37,False,Ege,5,2025-05-19,589,102.0
2025-05-20,M03,U008,,0.0,111.37,False,Ege,5,2025-05-20,589,132.0
2025-05-07,M03,U009,49.0,0.0,133.04,False,Ege,4,2025-05-07,594,373.0
2025-05-08,M03,U009,,0.0,133.04,False,Ege,4,2025-05-08,594,446.0
2025-05-09,M03,U009,,0.0,133.04,False,Ege,4,2025-05-09,594,152.0
2025-05-10,M03,U009,,0.0,133.04,False,Ege,4,2025-05-10,594,216.0
2025-05-11,M03,U009,,60.0,133.04,False,Ege,4,2025-05-13,594,287.0
2025-05-12,M03,U009,,0.0,133.04,False,Ege,4,2025-05-12,594,261.0
2025-05-13,M03,U009,,0.0,133.04,False,Ege,4,2025-05-13,594,247.0
2025-05-14,M03,U009,,0.0,133.04,False,Ege,4,2025-05-14,594,377.0
2025-05-15,M03,U009,,0.0,133.04,False,Ege,4,2025-05-15,594,247.0
2025-05-16,M03,U009,,43.0,133.04,False,Ege,4,2025-05-17,594,164.0
